Vector Size, Broadcast Time (seconds)
12720, 7.122e-06
12730, 7.275e-06
12740, 7.371e-06
12750, 7.303e-06
12760, 7.29e-06
12770, 7.092e-06
12780, 7.031e-06
12790, 7.355e-06
12800, 7.122e-06
12810, 7.292e-06
12820, 7.491e-06
12830, 7.389e-06
12840, 8.072e-06
12850, 7.271e-06
12860, 7.299e-06
12870, 7.243e-06
12880, 7.338e-06
12890, 7.248e-06
12900, 7.313e-06
12910, 7.186e-06
12920, 7.295e-06
12930, 7.348e-06
12940, 7.353e-06
12950, 7.379e-06
12960, 7.338e-06
12970, 7.339e-06
12980, 7.92e-06
12990, 7.435e-06
13000, 7.383e-06
13010, 7.307e-06
13020, 7.281e-06
13030, 7.447e-06
13040, 7.439e-06
13050, 7.376e-06
13060, 7.347e-06
13070, 7.383e-06
13080, 7.396e-06
13090, 7.414e-06
13100, 7.308e-06
13110, 1.3352e-05
13120, 8.352e-06
13130, 7.492e-06
13140, 7.444e-06
13150, 7.366e-06
13160, 7.344e-06
13170, 7.615e-06
13180, 1.3108e-05
13190, 7.46e-06
13200, 7.381e-06
13210, 7.166e-06
13220, 7.699e-06
13230, 7.307e-06
13240, 9.872e-06
13250, 7.383e-06
13260, 1.3276e-05
13270, 7.301e-06
13280, 7.365e-06
13290, 8.215e-06
13300, 7.886e-06
13310, 7.505e-06
13320, 7.514e-06
13330, 7.447e-06
13340, 7.549e-06
13350, 7.271e-06
13360, 7.449e-06
13370, 7.491e-06
13380, 8.325e-06
13390, 1.087e-05
13400, 7.462e-06
13410, 7.471e-06
13420, 7.912e-06
13430, 7.621e-06
13440, 7.479e-06
13450, 7.514e-06
13460, 7.401e-06
13470, 7.375e-06
13480, 7.543e-06
13490, 7.372e-06
13500, 7.625e-06
13510, 7.528e-06
13520, 1.3698e-05
13530, 7.765e-06
13540, 7.342e-06
13550, 6.984e-06
13560, 7.187e-06
13570, 7.285e-06
13580, 7.444e-06
13590, 7.287e-06
13600, 7.281e-06
13610, 7.188e-06
13620, 7.208e-06
13630, 7.056e-06
13640, 7.318e-06
13650, 7.81e-06
13660, 9.914e-06
13670, 7.291e-06
13680, 7.419e-06
13690, 7.24e-06
13700, 7.371e-06
13710, 7.442e-06
13720, 7.33e-06
13730, 7.279e-06
13740, 7.508e-06
13750, 7.106e-06
13760, 7.439e-06
13770, 7.436e-06
13780, 7.545e-06
13790, 7.429e-06
13800, 7.585e-06
13810, 7.534e-06
13820, 7.71e-06
13830, 7.678e-06
13840, 9.61e-06
13850, 7.604e-06
13860, 7.69e-06
13870, 7.782e-06
13880, 7.743e-06
13890, 7.853e-06
13900, 7.905e-06
13910, 8.531e-06
13920, 7.878e-06
13930, 7.766e-06
13940, 8.026e-06
13950, 7.77e-06
13960, 7.713e-06
13970, 7.862e-06
13980, 7.553e-06
13990, 1.3308e-05
14000, 1.3872e-05
14010, 7.719e-06
14020, 7.732e-06
14030, 7.744e-06
14040, 1.0716e-05
14050, 7.744e-06
14060, 7.554e-06
14070, 7.537e-06
14080, 7.263e-06
14090, 7.435e-06
14100, 7.5e-06
14110, 7.487e-06
14120, 7.538e-06
14130, 7.478e-06
14140, 8.063e-06
14150, 7.435e-06
14160, 7.483e-06
14170, 7.713e-06
14180, 7.687e-06
14190, 7.757e-06
14200, 7.75e-06
14210, 7.731e-06
14220, 7.681e-06
14230, 7.773e-06
14240, 7.784e-06
14250, 7.632e-06
14260, 7.653e-06
14270, 7.749e-06
14280, 7.791e-06
14290, 7.718e-06
14300, 8.016e-06
14310, 7.854e-06
14320, 7.905e-06
14330, 8.784e-06
14340, 7.864e-06
14350, 7.855e-06
14360, 9.114e-06
14370, 8.091e-06
14380, 8.046e-06
14390, 8.112e-06
14400, 8.196e-06
14410, 7.956e-06
14420, 8.116e-06
14430, 8.095e-06
14440, 7.859e-06
14450, 8.291e-06
14460, 8.024e-06
14470, 8.031e-06
14480, 8.046e-06
14490, 8.172e-06
14500, 8.134e-06
14510, 8.182e-06
14520, 8.175e-06
14530, 8.134e-06
14540, 7.881e-06
14550, 8.048e-06
14560, 8.06e-06
14570, 8.19e-06
14580, 1.4392e-05
14590, 8.132e-06
14600, 8.047e-06
14610, 8.064e-06
14620, 8.091e-06
14630, 8.755e-06
14640, 8.345e-06
14650, 1.381e-05
14660, 8.153e-06
14670, 7.919e-06
14680, 7.941e-06
14690, 8.62e-06
14700, 8.242e-06
14710, 8.199e-06
14720, 1.0657e-05
14730, 8.234e-06
14740, 8.036e-06
14750, 8.288e-06
14760, 8.321e-06
14770, 8.125e-06
14780, 8.217e-06
14790, 8.232e-06
14800, 8.133e-06
14810, 8.131e-06
14820, 8.158e-06
14830, 8.023e-06
14840, 8.346e-06
14850, 8.39e-06
14860, 8.377e-06
14870, 8.167e-06
14880, 8.446e-06
14890, 8.247e-06
14900, 8.14e-06
14910, 8.276e-06
14920, 8.279e-06
14930, 8.245e-06
14940, 8.245e-06
14950, 8.301e-06
14960, 8.136e-06
14970, 8.446e-06
14980, 8.732e-06
14990, 8.408e-06
15000, 8.537e-06
15010, 9.183e-06
15020, 8.876e-06
15030, 8.4e-06
15040, 8.606e-06
15050, 8.514e-06
15060, 8.268e-06
15070, 8.247e-06
15080, 8.241e-06
15090, 8.164e-06
15100, 8.337e-06
15110, 8.268e-06
15120, 8.275e-06
15130, 8.387e-06
15140, 8.548e-06
15150, 8.346e-06
15160, 8.406e-06
15170, 8.368e-06
15180, 8.336e-06
15190, 8.596e-06
15200, 8.332e-06
15210, 8.266e-06
15220, 8.38e-06
15230, 8.163e-06
15240, 8.405e-06
15250, 8.461e-06
15260, 8.485e-06
15270, 1.3354e-05
15280, 8.542e-06
15290, 8.206e-06
15300, 8.295e-06
15310, 9.144e-06
15320, 8.417e-06
15330, 8.436e-06
15340, 8.192e-06
15350, 9.516e-06
15360, 8.536e-06
15370, 8.683e-06
15380, 8.495e-06
15390, 8.437e-06
15400, 8.441e-06
15410, 8.428e-06
15420, 8.202e-06
15430, 1.4582e-05
15440, 8.605e-06
15450, 8.347e-06
15460, 8.544e-06
15470, 8.322e-06
15480, 8.308e-06
15490, 8.535e-06
15500, 8.392e-06
15510, 8.289e-06
15520, 8.227e-06
15530, 8.439e-06
15540, 8.533e-06
15550, 8.376e-06
15560, 8.523e-06
15570, 8.333e-06
15580, 8.4e-06
15590, 8.462e-06
15600, 9.287e-06
15610, 8.342e-06
15620, 8.629e-06
15630, 8.858e-06
15640, 8.611e-06
15650, 8.51e-06
15660, 8.422e-06
15670, 8.519e-06
15680, 8.584e-06
15690, 8.359e-06
15700, 8.439e-06
15710, 8.483e-06
15720, 8.481e-06
15730, 8.563e-06
15740, 8.643e-06
15750, 8.474e-06
15760, 8.572e-06
15770, 8.686e-06
15780, 8.575e-06
15790, 8.53e-06
15800, 8.601e-06
15810, 1.4575e-05
15820, 8.46e-06
15830, 8.704e-06
15840, 8.55e-06
15850, 8.508e-06
15860, 8.909e-06
15870, 9.002e-06
15880, 8.774e-06
15890, 9.719e-06
15900, 8.943e-06
15910, 8.888e-06
15920, 8.902e-06
15930, 9.071e-06
15940, 8.767e-06
15950, 8.849e-06
15960, 1.4861e-05
15970, 8.777e-06
15980, 8.77e-06
15990, 8.204e-06
16000, 8.233e-06
16010, 8.712e-06
16020, 8.605e-06
16030, 9.521e-06
16040, 9.106e-06
16050, 8.699e-06
16060, 8.906e-06
16070, 8.803e-06
16080, 8.72e-06
16090, 8.71e-06
16100, 8.865e-06
16110, 8.986e-06
16120, 9.013e-06
16130, 8.994e-06
16140, 9.04e-06
16150, 8.956e-06
16160, 9.518e-06
16170, 8.808e-06
16180, 8.98e-06
16190, 1.4892e-05
16200, 8.89e-06
16210, 8.893e-06
16220, 8.994e-06
16230, 8.718e-06
16240, 9.009e-06
16250, 8.969e-06
16260, 8.893e-06
16270, 8.904e-06
16280, 8.809e-06
16290, 8.781e-06
16300, 8.856e-06
16310, 8.839e-06
16320, 8.833e-06
16330, 1.5068e-05
16340, 8.936e-06
16350, 8.888e-06
16360, 9.097e-06
16370, 8.876e-06
16380, 9.002e-06
16390, 8.869e-06
16400, 9.09e-06
16410, 9.902e-06
16420, 9.141e-06
16430, 9.612e-06
16440, 9.124e-06
16450, 9.01e-06
16460, 8.923e-06
16470, 8.978e-06
16480, 8.885e-06
16490, 8.761e-06
16500, 9.068e-06
16510, 9.187e-06
16520, 1.3859e-05
16530, 8.791e-06
16540, 9.082e-06
16550, 9.093e-06
16560, 8.926e-06
16570, 1.2654e-05
16580, 1.0074e-05
16590, 9.384e-06
16600, 9.402e-06
16610, 9.291e-06
16620, 9.09e-06
16630, 9.218e-06
16640, 9.871e-06
16650, 1.1821e-05
16660, 9.405e-06
16670, 9.374e-06
16680, 9.385e-06
16690, 9.114e-06
16700, 9.159e-06
16710, 9.617e-06
16720, 9.321e-06
16730, 9.346e-06
16740, 9.16e-06
16750, 9.149e-06
16760, 9.333e-06
16770, 9.106e-06
16780, 9.005e-06
16790, 9.236e-06
16800, 1.2348e-05
16810, 9.688e-06
16820, 9.146e-06
16830, 8.991e-06
16840, 1.128e-05
16850, 9.356e-06
16860, 9.046e-06
16870, 9.156e-06
16880, 9.193e-06
16890, 9.803e-06
16900, 9.86e-06
16910, 8.872e-06
16920, 8.869e-06
16930, 8.89e-06
16940, 8.719e-06
16950, 8.847e-06
16960, 8.758e-06
16970, 8.739e-06
16980, 9.671e-06
16990, 9.013e-06
17000, 9.311e-06
17010, 9.039e-06
17020, 9.042e-06
17030, 8.916e-06
17040, 9.11e-06
17050, 9.579e-06
17060, 9.978e-06
17070, 9.265e-06
17080, 9.315e-06
17090, 9.391e-06
17100, 9.574e-06
17110, 9.859e-06
17120, 9.391e-06
17130, 9.074e-06
17140, 8.942e-06
17150, 1.0145e-05
17160, 9.427e-06
17170, 9.584e-06
17180, 9.22e-06
17190, 9.331e-06
17200, 1.1388e-05
17210, 9.283e-06
17220, 9.398e-06
17230, 9.469e-06
17240, 1.3181e-05
17250, 8.003e-06
17260, 7.547e-06
17270, 7.805e-06
17280, 7.677e-06
17290, 7.663e-06
17300, 7.633e-06
17310, 1.2582e-05
17320, 7.598e-06
17330, 7.76e-06
17340, 7.643e-06
17350, 7.475e-06
17360, 8.142e-06
17370, 7.656e-06
17380, 7.583e-06
17390, 7.709e-06
17400, 7.614e-06
17410, 7.533e-06
17420, 7.768e-06
17430, 7.754e-06
17440, 7.836e-06
17450, 7.812e-06
17460, 7.553e-06
17470, 8.244e-06
17480, 1.4547e-05
17490, 7.867e-06
17500, 7.73e-06
17510, 7.548e-06
17520, 7.822e-06
17530, 7.281e-06
17540, 8.068e-06
17550, 7.8e-06
17560, 7.691e-06
17570, 7.774e-06
17580, 7.917e-06
17590, 1.0128e-05
17600, 7.916e-06
17610, 8.013e-06
17620, 7.995e-06
17630, 7.694e-06
17640, 8.814e-06
17650, 7.815e-06
17660, 7.878e-06
17670, 7.627e-06
17680, 7.594e-06
17690, 7.661e-06
17700, 7.563e-06
17710, 7.59e-06
17720, 7.833e-06
17730, 7.701e-06
17740, 7.701e-06
17750, 7.559e-06
17760, 8.436e-06
17770, 7.663e-06
17780, 8.024e-06
17790, 7.735e-06
17800, 7.953e-06
17810, 7.806e-06
17820, 1.5566e-05
17830, 7.828e-06
17840, 7.793e-06
17850, 7.835e-06
17860, 7.781e-06
17870, 7.776e-06
17880, 7.658e-06
17890, 7.659e-06
17900, 7.932e-06
17910, 7.95e-06
17920, 7.912e-06
17930, 7.89e-06
17940, 8.198e-06
17950, 7.839e-06
17960, 8.259e-06
17970, 8.447e-06
17980, 8.034e-06
17990, 8.033e-06
18000, 8.747e-06
18010, 8.017e-06
18020, 1.4356e-05
18030, 7.956e-06
18040, 8.076e-06
18050, 7.895e-06
18060, 7.977e-06
18070, 7.835e-06
18080, 7.9e-06
18090, 7.987e-06
18100, 8.656e-06
18110, 8.078e-06
18120, 8.048e-06
18130, 8.22e-06
18140, 8.123e-06
18150, 7.904e-06
18160, 1.05e-05
18170, 7.856e-06
18180, 8.652e-06
18190, 7.919e-06
18200, 8.04e-06
18210, 7.806e-06
18220, 8.063e-06
18230, 7.851e-06
18240, 8.084e-06
18250, 7.813e-06
18260, 8.024e-06
18270, 8.106e-06
18280, 7.975e-06
18290, 1.5547e-05
18300, 1.0223e-05
18310, 1.027e-05
18320, 1.044e-05
18330, 1.0314e-05
18340, 1.0054e-05
18350, 1.0079e-05
18360, 1.0121e-05
18370, 1.0148e-05
18380, 1.0976e-05
18390, 9.846e-06
18400, 1.0174e-05
18410, 1.0449e-05
18420, 1.0607e-05
18430, 1.0337e-05
18440, 1.0108e-05
18450, 1.0349e-05
18460, 1.0163e-05
18470, 1.0086e-05
18480, 1.0171e-05
18490, 1.0003e-05
18500, 1.0311e-05
18510, 1.0353e-05
18520, 1.0216e-05
18530, 1.0297e-05
18540, 1.0403e-05
18550, 1.5492e-05
18560, 1.0426e-05
18570, 1.0216e-05
18580, 1.033e-05
18590, 1.0771e-05
18600, 1.0384e-05
18610, 1.0161e-05
18620, 1.0398e-05
18630, 8.986e-06
18640, 8.886e-06
18650, 8.575e-06
18660, 8.787e-06
18670, 8.634e-06
18680, 8.77e-06
18690, 8.499e-06
18700, 8.541e-06
18710, 1.5698e-05
18720, 8.492e-06
18730, 9.037e-06
18740, 8.657e-06
18750, 8.878e-06
18760, 8.864e-06
18770, 8.541e-06
18780, 8.636e-06
18790, 9.231e-06
18800, 8.696e-06
18810, 8.698e-06
18820, 8.527e-06
18830, 8.663e-06
18840, 8.686e-06
18850, 8.601e-06
18860, 8.721e-06
18870, 8.35e-06
18880, 8.526e-06
18890, 8.715e-06
18900, 8.749e-06
18910, 9.216e-06
18920, 8.944e-06
18930, 8.544e-06
18940, 9.267e-06
18950, 1.4641e-05
18960, 1.0032e-05
18970, 8.578e-06
18980, 8.702e-06
18990, 8.959e-06
19000, 8.829e-06
19010, 9.655e-06
19020, 9.073e-06
19030, 8.754e-06
19040, 1.133e-05
19050, 8.763e-06
19060, 8.979e-06
19070, 9.151e-06
19080, 8.923e-06
19090, 9.23e-06
19100, 9.115e-06
19110, 8.891e-06
19120, 8.966e-06
19130, 8.8e-06
19140, 9.195e-06
19150, 8.999e-06
19160, 8.942e-06
19170, 2.4983e-05
19180, 9.145e-06
19190, 8.619e-06
19200, 8.86e-06
19210, 9.661e-06
19220, 9.052e-06
19230, 8.895e-06
19240, 1.3797e-05
19250, 1.1777e-05
19260, 1.4419e-05
19270, 8.53e-06
19280, 8.561e-06
19290, 8.444e-06
19300, 8.522e-06
19310, 9.261e-06
19320, 8.6e-06
19330, 9.371e-06
19340, 8.638e-06
19350, 8.607e-06
19360, 8.57e-06
19370, 8.514e-06
19380, 8.507e-06
19390, 8.742e-06
19400, 9.25e-06
19410, 1.0659e-05
19420, 8.498e-06
19430, 8.589e-06
19440, 8.505e-06
19450, 8.428e-06
19460, 8.416e-06
19470, 8.572e-06
19480, 8.671e-06
19490, 8.196e-06
19500, 9.586e-06
19510, 8.731e-06
19520, 8.76e-06
19530, 8.571e-06
19540, 1.1877e-05
19550, 8.639e-06
19560, 9.31e-06
19570, 1.0643e-05
19580, 8.414e-06
19590, 8.152e-06
19600, 8.501e-06
19610, 8.288e-06
19620, 8.202e-06
19630, 8.211e-06
19640, 8.504e-06
19650, 8.329e-06
19660, 8.308e-06
19670, 8.415e-06
19680, 8.493e-06
19690, 8.332e-06
19700, 8.905e-06
19710, 8.653e-06
19720, 9.318e-06
19730, 8.812e-06
19740, 8.587e-06
19750, 8.83e-06
19760, 8.538e-06
19770, 8.787e-06
19780, 8.684e-06
19790, 8.556e-06
19800, 8.551e-06
19810, 8.678e-06
19820, 8.641e-06
19830, 9.232e-06
19840, 8.719e-06
19850, 9.147e-06
19860, 8.727e-06
19870, 8.879e-06
19880, 8.583e-06
19890, 9.194e-06
19900, 8.601e-06
19910, 8.294e-06
19920, 9.05e-06
19930, 8.675e-06
19940, 8.711e-06
19950, 8.737e-06
19960, 8.634e-06
19970, 1.0775e-05
19980, 9.24e-06
19990, 8.938e-06
20000, 8.876e-06
20010, 9.058e-06
20020, 8.966e-06
20030, 9.512e-06
20040, 8.892e-06
20050, 9.402e-06
20060, 8.969e-06
20070, 8.658e-06
20080, 8.867e-06
20090, 8.784e-06
20100, 8.84e-06
20110, 8.77e-06
20120, 9.497e-06
20130, 8.799e-06
20140, 8.673e-06
20150, 8.877e-06
20160, 1.4835e-05
20170, 8.868e-06
20180, 9.565e-06
20190, 8.992e-06
20200, 8.875e-06
20210, 9.033e-06
20220, 8.872e-06
20230, 8.908e-06
20240, 8.916e-06
20250, 1.1267e-05
20260, 8.785e-06
20270, 1.131e-05
20280, 9.139e-06
20290, 8.975e-06
20300, 8.909e-06
20310, 8.721e-06
20320, 8.814e-06
20330, 1.5563e-05
20340, 8.823e-06
20350, 9.088e-06
20360, 8.884e-06
20370, 8.759e-06
20380, 8.875e-06
20390, 8.872e-06
20400, 8.942e-06
20410, 1.6329e-05
20420, 1.2801e-05
20430, 9.185e-06
20440, 1.0272e-05
20450, 8.98e-06
20460, 9.111e-06
20470, 8.327e-06
20480, 1.0105e-05
20490, 1.1247e-05
20500, 1.1426e-05
20510, 8.545e-06
20520, 8.937e-06
20530, 8.681e-06
20540, 9.779e-06
20550, 8.671e-06
20560, 8.633e-06
20570, 1.2176e-05
20580, 8.675e-06
20590, 8.541e-06
20600, 1.0139e-05
20610, 8.892e-06
20620, 1.4775e-05
20630, 9.186e-06
20640, 8.696e-06
20650, 8.743e-06
20660, 8.611e-06
20670, 8.593e-06
20680, 8.62e-06
20690, 8.613e-06
20700, 8.511e-06
20710, 9.364e-06
20720, 9.068e-06
20730, 8.557e-06
20740, 8.8e-06
20750, 8.588e-06
20760, 9.415e-06
20770, 8.762e-06
20780, 8.711e-06
20790, 8.718e-06
20800, 8.691e-06
20810, 8.797e-06
20820, 1.4683e-05
20830, 8.944e-06
20840, 8.718e-06
20850, 8.918e-06
20860, 8.875e-06
20870, 8.914e-06
20880, 9.676e-06
20890, 8.897e-06
20900, 9.374e-06
20910, 8.723e-06
20920, 8.693e-06
20930, 8.735e-06
20940, 8.718e-06
20950, 8.637e-06
20960, 8.591e-06
20970, 9.717e-06
20980, 9.063e-06
20990, 9.09e-06
21000, 8.744e-06
21010, 8.815e-06
21020, 8.74e-06
21030, 9.021e-06
21040, 9.268e-06
21050, 8.868e-06
21060, 8.799e-06
21070, 8.681e-06
21080, 8.759e-06
21090, 8.857e-06
21100, 8.684e-06
21110, 8.85e-06
21120, 8.87e-06
21130, 8.892e-06
21140, 9.008e-06
21150, 1.4858e-05
21160, 8.825e-06
21170, 9.334e-06
21180, 8.889e-06
21190, 8.614e-06
21200, 8.748e-06
21210, 8.783e-06
21220, 8.782e-06
21230, 8.897e-06
21240, 8.695e-06
21250, 8.818e-06
21260, 9.412e-06
21270, 8.69e-06
21280, 9.383e-06
21290, 8.751e-06
21300, 8.787e-06
21310, 9.381e-06
21320, 9.151e-06
21330, 8.816e-06
21340, 8.713e-06
21350, 8.852e-06
21360, 8.827e-06
21370, 9.029e-06
21380, 8.586e-06
21390, 1.4334e-05
21400, 8.883e-06
21410, 9.144e-06
21420, 1.5e-05
21430, 9.126e-06
21440, 9.532e-06
21450, 9.417e-06
21460, 9.09e-06
21470, 7.4843e-05
21480, 9.343e-06
21490, 9.157e-06
21500, 9.005e-06
21510, 1.5036e-05
21520, 9.65e-06
21530, 9.416e-06
21540, 9.109e-06
21550, 8.983e-06
21560, 8.89e-06
21570, 8.815e-06
21580, 9.394e-06
21590, 8.745e-06
21600, 8.953e-06
21610, 8.795e-06
21620, 8.958e-06
21630, 8.873e-06
21640, 8.98e-06
21650, 1.0072e-05
21660, 9.061e-06
21670, 8.941e-06
21680, 8.816e-06
21690, 8.864e-06
21700, 8.795e-06
21710, 8.817e-06
21720, 9.413e-06
21730, 8.674e-06
21740, 9.049e-06
21750, 9.003e-06
21760, 8.896e-06
21770, 8.893e-06
21780, 8.871e-06
21790, 8.911e-06
21800, 9.404e-06
21810, 9.376e-06
21820, 9.169e-06
21830, 9.027e-06
21840, 9.142e-06
21850, 1.68e-05
21860, 9.272e-06
21870, 8.985e-06
21880, 9.025e-06
21890, 9.127e-06
21900, 8.99e-06
21910, 9.241e-06
21920, 8.86e-06
21930, 9.277e-06
21940, 9.201e-06
21950, 9.173e-06
21960, 9.007e-06
21970, 8.986e-06
21980, 9.191e-06
21990, 9.415e-06
22000, 9.161e-06
22010, 8.897e-06
22020, 8.824e-06
22030, 8.679e-06
22040, 4.8444e-05
22050, 8.186e-06
22060, 1.9582e-05
22070, 8.714e-06
22080, 8.531e-06
22090, 7.984e-06
22100, 7.883e-06
22110, 7.879e-06
22120, 8.573e-06
22130, 8.197e-06
22140, 8.23e-06
22150, 8.102e-06
22160, 8.357e-06
22170, 8.62e-06
22180, 8.452e-06
22190, 8.304e-06
22200, 8.665e-06
22210, 8.575e-06
22220, 8.618e-06
22230, 8.775e-06
22240, 8.812e-06
22250, 8.798e-06
22260, 9.297e-06
22270, 9.416e-06
22280, 9.18e-06
22290, 9.42e-06
22300, 9.179e-06
22310, 8.975e-06
22320, 8.578e-06
22330, 8.576e-06
22340, 8.501e-06
22350, 8.285e-06
22360, 8.465e-06
22370, 8.366e-06
22380, 8.522e-06
22390, 8.849e-06
22400, 9.565e-06
22410, 8.903e-06
22420, 8.925e-06
22430, 8.997e-06
22440, 8.936e-06
22450, 8.803e-06
22460, 9.189e-06
22470, 9.146e-06
22480, 9.283e-06
22490, 1.0174e-05
22500, 9.645e-06
22510, 9.49e-06
22520, 9.474e-06
22530, 9.296e-06
22540, 1.003e-05
22550, 1.0048e-05
22560, 9.439e-06
22570, 1.327e-05
22580, 1.1417e-05
22590, 1.1706e-05
22600, 1.0959e-05
22610, 1.0726e-05
22620, 1.0936e-05
22630, 1.1264e-05
22640, 1.056e-05
22650, 1.054e-05
22660, 1.0448e-05
22670, 1.0466e-05
22680, 1.0505e-05
22690, 1.2686e-05
22700, 1.0628e-05
22710, 9.99e-06
22720, 1.0897e-05
22730, 1.0489e-05
22740, 1.0835e-05
22750, 1.0726e-05
22760, 1.0796e-05
22770, 1.0944e-05
22780, 1.0854e-05
22790, 1.0873e-05
22800, 1.0626e-05
22810, 1.1403e-05
22820, 1.1818e-05
22830, 1.1411e-05
22840, 1.1403e-05
22850, 1.1458e-05
22860, 1.1375e-05
22870, 1.1625e-05
22880, 1.1696e-05
22890, 1.1416e-05
22900, 1.152e-05
22910, 1.1326e-05
22920, 1.143e-05
22930, 1.1659e-05
22940, 2.2141e-05
22950, 1.4772e-05
22960, 1.1001e-05
22970, 1.0749e-05
22980, 1.061e-05
22990, 1.0428e-05
23000, 1.0689e-05
23010, 1.0519e-05
23020, 1.073e-05
23030, 1.029e-05
23040, 1.0303e-05
23050, 1.0121e-05
23060, 1.0689e-05
23070, 1.1309e-05
23080, 1.2102e-05
23090, 1.0683e-05
23100, 1.1164e-05
23110, 1.0543e-05
23120, 1.2863e-05
23130, 1.0892e-05
23140, 1.0835e-05
23150, 1.0576e-05
23160, 1.082e-05
23170, 1.0673e-05
23180, 1.0835e-05
23190, 1.1517e-05
23200, 1.082e-05
23210, 1.0854e-05
23220, 1.0867e-05
23230, 1.0981e-05
23240, 1.1152e-05
23250, 1.1715e-05
23260, 1.1423e-05
23270, 1.1039e-05
23280, 1.0815e-05
23290, 1.0815e-05
23300, 1.076e-05
23310, 1.1504e-05
23320, 1.0705e-05
23330, 1.1083e-05
23340, 1.0849e-05
23350, 1.1058e-05
23360, 1.1214e-05
23370, 1.1017e-05
23380, 1.1685e-05
23390, 1.1568e-05
23400, 1.1237e-05
23410, 1.3783e-05
23420, 1.1562e-05
23430, 1.2292e-05
23440, 1.1595e-05
23450, 1.1906e-05
23460, 1.1564e-05
23470, 1.1638e-05
23480, 1.1496e-05
23490, 1.3197e-05
23500, 1.1892e-05
23510, 1.198e-05
23520, 1.1714e-05
23530, 1.1603e-05
23540, 2.2432e-05
23550, 1.2749e-05
23560, 1.2388e-05
23570, 1.7792e-05
23580, 1.2626e-05
23590, 1.043e-05
23600, 1.0502e-05
23610, 1.0325e-05
23620, 1.0456e-05
23630, 1.0619e-05
23640, 1.052e-05
23650, 1.0492e-05
23660, 1.0774e-05
23670, 1.1266e-05
23680, 1.0337e-05
23690, 1.0372e-05
23700, 1.0854e-05
23710, 1.0683e-05
23720, 1.0523e-05
23730, 1.0403e-05
23740, 1.0646e-05
23750, 1.0849e-05
23760, 1.071e-05
23770, 1.056e-05
23780, 1.073e-05
23790, 1.0548e-05
23800, 1.0794e-05
23810, 1.0325e-05
23820, 1.056e-05
23830, 1.0543e-05
23840, 1.65e-05
23850, 1.3646e-05
23860, 1.6647e-05
23870, 1.0994e-05
23880, 1.0678e-05
23890, 1.1317e-05
23900, 1.0424e-05
23910, 1.0476e-05
23920, 1.0815e-05
23930, 1.0841e-05
23940, 1.0841e-05
23950, 1.0578e-05
23960, 1.0931e-05
23970, 1.0536e-05
23980, 1.0741e-05
23990, 1.0769e-05
24000, 1.0836e-05
24010, 1.0685e-05
24020, 1.0841e-05
24030, 1.0784e-05
24040, 1.0867e-05
24050, 1.1849e-05
24060, 1.0863e-05
24070, 1.0747e-05
24080, 1.0813e-05
24090, 1.079e-05
24100, 1.0504e-05
24110, 1.0893e-05
24120, 1.1317e-05
24130, 1.0542e-05
24140, 1.0642e-05
24150, 1.0605e-05
24160, 1.086e-05
24170, 1.0766e-05
24180, 1.0389e-05
24190, 1.0377e-05
24200, 1.0555e-05
24210, 1.0569e-05
24220, 1.0659e-05
24230, 1.7217e-05
24240, 1.0745e-05
24250, 1.1125e-05
24260, 1.0792e-05
24270, 1.0665e-05
24280, 1.0657e-05
24290, 1.0782e-05
24300, 1.0381e-05
24310, 1.0606e-05
24320, 1.0697e-05
24330, 1.0744e-05
24340, 1.1461e-05
24350, 1.0719e-05
24360, 1.3389e-05
24370, 1.055e-05
24380, 1.084e-05
24390, 1.0929e-05
24400, 1.0541e-05
24410, 1.0579e-05
24420, 1.0856e-05
24430, 1.0858e-05
24440, 1.0709e-05
24450, 1.0572e-05
24460, 1.1761e-05
24470, 1.0887e-05
24480, 1.6277e-05
24490, 1.0854e-05
24500, 1.0783e-05
24510, 1.1317e-05
24520, 1.0886e-05
24530, 1.0764e-05
24540, 1.3436e-05
24550, 1.4392e-05
24560, 1.1167e-05
24570, 1.0763e-05
24580, 1.142e-05
24590, 1.0775e-05
24600, 1.0665e-05
24610, 1.0503e-05
24620, 1.0674e-05
24630, 1.1715e-05
24640, 1.0903e-05
24650, 1.0862e-05
24660, 1.1037e-05
24670, 1.0822e-05
24680, 1.0885e-05
24690, 1.3176e-05
24700, 1.0595e-05
24710, 1.0885e-05
24720, 1.1146e-05
24730, 1.086e-05
24740, 1.0584e-05
24750, 1.0968e-05
24760, 1.2131e-05
24770, 1.0686e-05
24780, 1.0639e-05
24790, 1.7171e-05
24800, 1.0327e-05
24810, 1.0746e-05
24820, 1.0382e-05
24830, 1.1289e-05
24840, 1.0693e-05
24850, 1.0639e-05
24860, 1.0819e-05
24870, 1.023e-05
24880, 1.0304e-05
24890, 1.0358e-05
24900, 1.0327e-05
24910, 1.0667e-05
24920, 1.037e-05
24930, 1.0463e-05
24940, 1.1327e-05
24950, 1.0579e-05
24960, 1.0466e-05
24970, 1.0448e-05
24980, 1.0456e-05
24990, 1.0532e-05
25000, 1.0356e-05
25010, 1.0389e-05
25020, 1.0319e-05
25030, 1.6123e-05
25040, 1.05e-05
25050, 1.7653e-05
25060, 1.0795e-05
25070, 1.0886e-05
25080, 1.1625e-05
25090, 1.0867e-05
25100, 1.0867e-05
25110, 1.0903e-05
25120, 1.1495e-05
25130, 1.083e-05
